,__id_left,__id_right,match_score,match_rank,course,g_course,city,g_city,state,g_state,country,g_country
1803,81_left,4747_right,1.023899978589759,1,Black Rock,The Golf Club at Black Rock,Coeur d'Alene,Coeur D'Alene,Idaho,Idaho,US,US
1804,82_left,4744_right,1.3216775299782868,1,Coeur D'Alene Resort GC,Coeur D'Alene Resort Golf Course,Couer d'Alene,Coeur D'Alene,Idaho,Idaho,US,US
1805,83_left,1513_right,1.68338986388601,1,Pelican Hill Golf Club - The Ocean North,Pelican Hill Golf Club - The Ocean North,Newport Coast,Newport Coast,California,California,US,US
1806,84_left,1514_right,1.6731986710159048,1,Pelican Hill Golf Club - The Ocean South,Pelican Hill Golf Club - The Ocean South,Newport Coast,Newport Coast,California,California,US,US
1807,85_left,11611_right,1.0821520617031424,1,Garden City Golf Club,Garden City Golf Club,Garden City,Garden City,New York,New York,US,US
1808,86_left,12129_right,0.5044087744881334,1,LaTourette,La Tourette Golf Course,Staten Island,Staten Island,New York,New York,US,US
1809,86_left,12131_right,0.3274066395966803,2,LaTourette,Silver Lake Golf Course,Staten Island,Staten Island,New York,New York,US,US
1810,86_left,12132_right,0.31225310008037965,3,LaTourette,South Shore Golf Course,Staten Island,Staten Island,New York,New York,US,US
1811,86_left,12130_right,0.2802738233737448,4,LaTourette,Richmond County Country Club,Staten Island,Staten Island,New York,New York,US,US
1812,87_left,12131_right,0.9635750893569022,1,Silver Lake,Silver Lake Golf Course,Staten Island,Staten Island,New York,New York,US,US
1813,88_left,11398_right,1.0752377288677348,1,Trump Ferry Point,Trump Golf Links Ferry Point,Bronx,Bronx,New York,New York,US,US
1814,89_left,17125_right,0.8835910305548469,1,Park City Golf Course,Park City Golf Course,Park City,Park City,Utah,Utah,US,US
1815,89_left,17123_right,0.2027211577313032,2,Park City Golf Course,Canyons Resort Golf Course,Park City,Park City,Utah,Utah,US,US
1816,89_left,17152_right,0.08169846791744202,3,Park City Golf Course,Rose Park Golf Course,Park City,Salt Lake City,Utah,Utah,US,US
1817,89_left,17150_right,0.03985605108066516,4,Park City Golf Course,Nibley Park Golf Course,Park City,Salt Lake City,Utah,Utah,US,US
1818,90_left,4682_right,0.48884817548933046,1,Ka'anapali,Kaanapali Golf Course - Kai,Lahaina,Lahaina,Hawaii,Hawaii,US,US
1819,90_left,4683_right,0.19747777634587432,2,Ka'anapali,Kaanapali Golf Course - Royal,Lahaina,Lahaina,Hawaii,Hawaii,US,US
1820,90_left,4684_right,-0.18801446656241266,3,Ka'anapali,The Kapalua Golf Resort - The Bay Course,Lahaina,Lahaina,Hawaii,Hawaii,US,US
1821,90_left,4685_right,-0.19750432083980327,4,Ka'anapali,The Kapalua Golf Resort - The Plantation Course,Lahaina,Lahaina,Hawaii,Hawaii,US,US
1822,91_left,8125_right,0.7654062568169275,1,Bay Harbor Golf Club - 27,Bay Harbor Golf Club - Preserve,Bay Harbor,Bay Harbor,Michigan,Michigan,US,US
1823,91_left,8127_right,0.7054770960666787,2,Bay Harbor Golf Club - 27,Bay Harbor Golf Club - The Quarry,Bay Harbor,Bay Harbor,Michigan,Michigan,US,US
1824,91_left,8126_right,0.6296438934924411,3,Bay Harbor Golf Club - 27,Bay Harbor Golf Club - The Links/The Quarry,Bay Harbor,Bay Harbor,Michigan,Michigan,US,US
1825,91_left,8498_right,-0.009247372773546985,4,Bay Harbor Golf Club - 27,Little Traverse Bay Golf Club,Bay Harbor,Harbor Springs,Michigan,Michigan,US,US
1826,92_left,8828_right,0.9906859789569009,1,Crooked Tree Golf Club,Crooked Tree Golf Club,Petoskey,Petoskey,Michigan,Michigan,US,US
1827,93_left,11521_right,0.22208693745648694,1,Douglaston,Douglaston Golf Club,Queens,Douglaston,New York,New York,US,US
1828,93_left,11279_right,-0.3456284322970068,2,Douglaston,Arrowhead Golf Club,Queens,Akron,New York,New York,US,US
1829,93_left,11302_right,-0.3712760216962997,3,Douglaston,Audubon Golf Club - Audubon,Queens,Amherst,New York,New York,US,US
1830,93_left,11304_right,-0.37605553832122257,4,Douglaston,Oakwood Golf Course,Queens,Amherst,New York,New York,US,US
1831,93_left,11306_right,-0.3961242046988213,5,Douglaston,Grandview Golf Course,Queens,Angola,New York,New York,US,US
1978,94_left,2419_right,1.5513112150275725,1,Griffith E. Harris Golf Course,Griffith E. Harris Golf Course,Greenwich,Greenwich,Connecticut,Connecticut,US,US
1979,95_left,11401_right,0.9874799695142549,1,Dyker Beach,Dyker Beach Golf Course,Brooklyn,Brooklyn,New York,New York,US,US
1980,96_left,11402_right,0.28647752769730245,1,Marine Park,Marine Park Golf Course,New York,Brooklyn,New York,New York,US,US
1981,97_left,12074_right,1.0273675927926567,1,Saxon Woods,Saxon Woods Golf Course,Scarsdale,Scarsdale,New York,New York,US,US
1982,97_left,12075_right,0.6901579749645627,2,Saxon Woods,Saxon Woods Golf Course - Summer Hole 2,Scarsdale,Scarsdale,New York,New York,US,US
1983,98_left,12247_right,1.1587676053374958,1,Windham Country Club,Windham Country Club,Windham,Windham,New York,New York,US,US
1984,99_left,15938_right,-0.15557074972638357,1,Fairways and Greens Golf Center,Willow Creek Golf Club,Knoxville,Knoxville,Tennessee,Tennessee,US,US
1985,99_left,15928_right,-0.21847566702628338,2,Fairways and Greens Golf Center,Cherokee Country Club,Knoxville,Knoxville,Tennessee,Tennessee,US,US
1986,99_left,15926_right,-0.23904788892479056,3,Fairways and Greens Golf Center,Beaver Brook Golf & Country Club,Knoxville,Knoxville,Tennessee,Tennessee,US,US
1987,99_left,15935_right,-0.2436186273887043,4,Fairways and Greens Golf Center,Three Ridges Golf Course,Knoxville,Knoxville,Tennessee,Tennessee,US,US
1988,99_left,15934_right,-0.25069967008457733,5,Fairways and Greens Golf Center,Knoxville Municipal Golf Course,Knoxville,Knoxville,Tennessee,Tennessee,US,US
2223,100_left,2567_right,0.7783669258653657,1,Rolling Hills,Rolling Hills Country Club,Wilton,Wilton,Connecticut,Connecticut,US,US
2224,101_left,10942_right,1.0579027556325622,1,Skyway,Skyway Golf Course,Jersey City,Jersey City,New Jersey,New Jersey,US,US
2225,102_left,21354_right,1.2993748797463383,1,Fox Harb'r Resort,Fox Harb'r Golf Resort & Spa - Executive Course,Wallace,Wallace,Nova Scotia,Nova Scotia,CA,CA
2226,102_left,21353_right,1.298996388050434,2,Fox Harb'r Resort,Fox Harb'r Golf Resort & Spa - Championship Course,Wallace,Wallace,Nova Scotia,Nova Scotia,CA,CA
2227,103_left,21339_right,1.3010044813597945,1,Northumberland Links,Northumberland Links,Pugwash,Pugwash,Nova Scotia,Nova Scotia,CA,CA
2228,104_left,17273_right,1.1575003287451977,1,Mount Snow,Mount Snow Golf Club,West Dover,West Dover,Vermont,Vermont,US,US
2229,105_left,211_right,0.7768116571863024,1,Montgomery Country Club,Montgomery Country Club,Montgomery,Montgomery,Alabama,Alabama,US,US
2230,105_left,205_right,0.25200028317798534,2,Montgomery Country Club,Arrowhead Country Club,Montgomery,Montgomery,Alabama,Alabama,US,US
2231,105_left,212_right,0.17163845049187676,3,Montgomery Country Club,Wynlakes Golf & Country Club,Montgomery,Montgomery,Alabama,Alabama,US,US
2232,106_left,2058_right,0.6619540163858358,1,Beaver Creek,Beaver Creek Golf Club,Avon,Avon,Colorado,Colorado,US,US
2233,106_left,2070_right,0.6619540163858358,2,Beaver Creek,Beaver Creek Golf Club,Avon,Avon,Colorado,Colorado,US,US
2234,107_left,2355_right,1.3893260223025954,1,Red Sky Golf Club - Fazio Course,Red Sky Golf Club - Fazio Course,Wolcott,Wolcott,Colorado,Colorado,US,US
2235,108_left,2356_right,1.4094603417756244,1,Red Sky Golf Club - Norman Course,Red Sky Golf Club - Norman Course,Wolcott,Wolcott,Colorado,Colorado,US,US
2236,109_left,12046_right,0.7783004943876787,1,Apawamis Club,The Apawamis Club,Rye,Rye,New York,New York,US,US
2237,109_left,12047_right,0.5298179660774933,2,Apawamis Club,The Apawamis Club - Alternate #2,Rye,Rye,New York,New York,US,US
2238,110_left,12253_right,0.17375447195228327,1,Forest Park,Forest Park Golf Course,New York,Woodhaven,New York,New York,US,US
2239,111_left,11594_right,0.34116778483800553,1,Kissena Park,Kissena Park Golf Course,Queens,Flushing,New York,New York,US,US
2240,111_left,11408_right,-0.18332438027796386,2,Kissena Park,South Park Golf Club,Queens,Buffalo,New York,New York,US,US
2241,111_left,11319_right,-0.2103405770122203,3,Kissena Park,Highland Park Golf Course,Queens,Auburn,New York,New York,US,US
2242,111_left,11558_right,-0.24428220120745972,4,Kissena Park,Heartland Golf Park,Queens,Edgewood,New York,New York,US,US
2243,111_left,11406_right,-0.2626749728888465,5,Kissena Park,Delaware Park Golf Course,Queens,Buffalo,New York,New York,US,US
2289,112_left,14139_right,0.7362064354099193,1,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Dunes,Bandon,Bandon,Oregon,Oregon,US,US
2290,112_left,14141_right,0.6238436681839991,2,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Trails,Bandon,Bandon,Oregon,Oregon,US,US
2291,112_left,14140_right,0.6213736108333874,3,Bandon Dunes,Bandon Dunes Golf Resort - Bandon Preserve,Bandon,Bandon,Oregon,Oregon,US,US
2292,112_left,14143_right,0.6002579956474012,4,Bandon Dunes,Bandon Dunes Golf Resort - Pacific Dunes,Bandon,Bandon,Oregon,Oregon,US,US
2293,112_left,14144_right,0.4985952643079677,5,Bandon Dunes,Bandon Dunes Golf Resort - Sheep Ranch,Bandon,Bandon,Oregon,Oregon,US,US
2295,113_left,14140_right,0.6765179887395742,1,Bandon Preserve,Bandon Dunes Golf Resort - Bandon Preserve,Bandon,Bandon,Oregon,Oregon,US,US
2296,114_left,14141_right,0.6710210175882558,1,Bandon Trails,Bandon Dunes Golf Resort - Bandon Trails,Bandon,Bandon,Oregon,Oregon,US,US
2297,115_left,14253_right,0.39451505596290715,1,Diamond Woods,Diamond Woods Golf Course,Eugene,Monroe,Oregon,Oregon,US,US
2298,116_left,14142_right,0.5281563369169799,1,Old Macdonald,Bandon Dunes Golf Resort - Old Macdonald,Bandon,Bandon,Oregon,Oregon,US,US
2299,117_left,14143_right,0.6124357276569484,1,Pacific Dunes,Bandon Dunes Golf Resort - Pacific Dunes,Bandon,Bandon,Oregon,Oregon,US,US
2300,118_left,269_right,1.2365535983287113,1,Farmlinks at Purcell Farms,Farmlinks Golf Club at Pursell Farms,Sylacauga,Sylacauga,Alabama,Alabama,US,US
2301,119_left,11997_right,-0.11143474519465561,1,Citi Field,Quogue Field Club,Queens,Quogue,New York,New York,US,US
2302,119_left,11301_right,-0.15546998399740622,2,Citi Field,Silo Ridge Field Club,Queens,Amenia,New York,New York,US,US
2303,119_left,10821_right,-0.2995452206967412,3,Citi Field,Forest Hill Field Club,Queens,Bloomfield,New York,New Jersey,US,US
2304,119_left,11300_right,-0.3028997432411585,4,Citi Field,South Fork Country Club,Queens,Amagansett,New York,New York,US,US
2305,119_left,11296_right,-0.31248606647962424,5,Citi Field,St. Bonaventure Golf Course,Queens,Allegany,New York,New York,US,US
2537,120_left,11357_right,0.6563449522874725,1,Clearview Park Golf Course,Clearview Park Golf Course,New York,Bayside,New York,New York,US,US
2538,121_left,12242_right,0.09192528090700432,1,Hiland Park Country Club,Park Country Club,Queensbury,Williamsville,New York,New York,US,US
2539,121_left,11928_right,-0.07117083872285558,2,Hiland Park Country Club,Orchard Park Country Club,Queensbury,Orchard Park,New York,New York,US,US
2540,121_left,11323_right,-0.41935756253795425,3,Hiland Park Country Club,Burden Lake Country Club,Queensbury,Averill Park,New York,New York,US,US
2541,121_left,11335_right,-0.41935756253795425,4,Hiland Park Country Club,Burden Lake Country Club,Queensbury,Averill Park,New York,New York,US,US
2542,121_left,11592_right,-0.5449105673385327,5,Hiland Park Country Club,North Shore Towers Country Club,Queensbury,Floral Park,New York,New York,US,US
2543,122_left,11408_right,0.09324235441765377,1,South Shore Golf Club,South Park Golf Club,Staten Island,Buffalo,New York,New York,US,US
2544,122_left,11632_right,-0.07143795148418518,2,South Shore Golf Club,River Oaks Golf Club,Staten Island,Grand Island,New York,New York,US,US
2545,122_left,11856_right,-0.24201970668598236,3,South Shore Golf Club,Spring Lake Golf Club - Sandpiper,Staten Island,Middle Island,New York,New York,US,US
2546,122_left,11857_right,-0.24734306811489942,4,South Shore Golf Club,Spring Lake Golf Club - Thunderbird,Staten Island,Middle Island,New York,New York,US,US
2547,122_left,11279_right,-0.26689145802792225,5,South Shore Golf Club,Arrowhead Golf Club,Staten Island,Akron,New York,New York,US,US
2600,123_left,11395_right,0.18237463245055321,1,Mosholu,Mosholu Golf Course,New York,Bronx,New York,New York,US,US
2601,124_left,11374_right,0.5674314329640091,1,Sagamore Golf Club,The Sagamore Resort & Golf Club,Bolton,Bolton Landing,New York,New York,US,US
2602,125_left,12775_right,1.1650262734832633,1,Mid Pines Club,Mid Pines Inn & Golf Club,Southern Pines,Southern Pines,North Carolina,North Carolina,US,US
2603,125_left,12787_right,1.1650262734832633,2,Mid Pines Club,Mid Pines Inn & Golf Club,Southern Pines,Southern Pines,North Carolina,North Carolina,US,US
2604,125_left,12788_right,0.9496322037933811,3,Mid Pines Club,Mid South Club,Southern Pines,Southern Pines,North Carolina,North Carolina,US,US
2605,126_left,12684_right,0.8072611368315139,1,Pinehurst #2,Pinehurst Resort - #2,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
2606,127_left,12686_right,0.81836829279936,1,Pinehurst #4,Pinehurst Resort - #4,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
2607,128_left,12690_right,0.8253967383098565,1,Pinehurst #8,Pinehurst Resort - #8,Pinehurst,Pinehurst,North Carolina,North Carolina,US,US
2608,129_left,12755_right,0.9663640740887328,1,Tobacco Road,Tobacco Road Golf Club,Sanford,Sanford,North Carolina,North Carolina,US,US
2609,130_left,10910_right,0.9733187291985448,1,Ballyowen Golf Club,Ballyowen Golf Club,Hamburg,Hamburg,New Jersey,New Jersey,US,US
2610,130_left,10922_right,0.9733187291985448,2,Ballyowen Golf Club,Ballyowen Golf Club,Hamburg,Hamburg,New Jersey,New Jersey,US,US
2611,131_left,10944_right,1.271168156198879,1,Galloping Hill Golf Course,Galloping Hill Golf Course - Nine Hole,Kenilworth,Kenilworth,New Jersey,New Jersey,US,US
2612,131_left,10943_right,1.26130719613294,2,Galloping Hill Golf Course,Galloping Hill Golf Course - Eighteen Hole,Kenilworth,Kenilworth,New Jersey,New Jersey,US,US
2613,132_left,10823_right,0.5438986116764245,1,Knoll West,Knoll Golf Club - West,Parsippany,Boonton,New Jersey,New Jersey,US,US
2614,133_left,11090_right,1.1984818749517898,1,River Vale Country Club,River Vale Country Club,River Vale,River Vale,New Jersey,New Jersey,US,US
2615,133_left,11089_right,0.5203289216832113,2,River Vale Country Club,Edgewood Country Club,River Vale,River Vale,New Jersey,New Jersey,US,US
2616,134_left,10920_right,1.0222846107858599,1,Royce Brook East,Royce Brook Golf Club - East,Hillsborough,Hillsborough Township,New Jersey,New Jersey,US,US
2617,134_left,10932_right,1.0222846107858599,2,Royce Brook East,Royce Brook Golf Club - East,Hillsborough,Hillsborough Township,New Jersey,New Jersey,US,US
2618,135_left,11378_right,-0.041117083337977735,1,Pleasentville Country Club,Brentwood Country Club,Pleasentville,Brentwood,New York,New York,US,US
2619,135_left,11469_right,-0.04967077853383002,2,Pleasentville Country Club,Clayton Country Club,Pleasentville,Clayton,New York,New York,US,US
2620,135_left,11355_right,-0.05401523748366355,3,Pleasentville Country Club,Bath Country Club,Pleasentville,Bath,New York,New York,US,US
2621,135_left,11449_right,-0.055403208256100726,4,Pleasentville Country Club,North Country Golf Club,Pleasentville,Champlain,New York,New York,US,US
2622,135_left,11410_right,-0.06334326070346499,5,Pleasentville Country Club,Caledonia Country Club,Pleasentville,Caledonia,New York,New York,US,US
2873,136_left,10991_right,1.045655855314003,1,Maplewood Country Club,Maplewood Country Club,Maplewood,Maplewood,New Jersey,New Jersey,US,US
2874,137_left,11593_right,0.6693100757398989,1,Flushing Meadows Pitch & Putt,Flushing Meadows Golf Center,Flushing,Flushing,New York,New York,US,US
2875,137_left,11959_right,-0.3723127600141592,2,Flushing Meadows Pitch & Putt,Beaver Meadows Golf Club,Flushing,Phoenix,New York,New York,US,US
2876,137_left,11993_right,-0.37313390634323834,3,Flushing Meadows Pitch & Putt,Bay Meadows Golf Club,Flushing,Queensbury,New York,New York,US,US
2877,137_left,12043_right,-0.40130384101038025,4,Flushing Meadows Pitch & Putt,Southern Meadows Golf Club,Flushing,Rush,New York,New York,US,US
2878,137_left,12194_right,-0.40772347368589296,5,Flushing Meadows Pitch & Putt,Highland Meadows Golf & Country Club,Flushing,Watertown,New York,New York,US,US
2894,138_left,11076_right,1.3669127466299997,1,Sunset Valley Golf Course,Sunset Valley Golf Course,Pompton Plains,Pompton Plains,New Jersey,New Jersey,US,US
2895,139_left,2616_right,1.0266038447195105,1,Rock Manor Golf Club,Rock Manor Golf Club,Wilmington,Wilmington,Delaware,Delaware,US,US
2896,140_left,11396_right,0.8765188245687795,1,Pelham Bay,Pelham Bay Golf Course,Bronx,Bronx,New York,New York,US,US
2897,141_left,11748_right,0.8567614280191441,1,Whiteface Club,Whiteface Club & Resort Golf Course,Lake Placid,Lake Placid,New York,New York,US,US
2898,141_left,11760_right,0.8567614280191441,2,Whiteface Club,Whiteface Club & Resort Golf Course,Lake Placid,Lake Placid,New York,New York,US,US
2899,142_left,11748_right,0.19583159502241604,1,Lake Placid Club - Mountain Course,Whiteface Club & Resort Golf Course,Lake Placid,Lake Placid,New York,New York,US,US
2900,142_left,11760_right,0.19583159502241604,2,Lake Placid Club - Mountain Course,Whiteface Club & Resort Golf Course,Lake Placid,Lake Placid,New York,New York,US,US
2901,143_left,11748_right,0.2072002322807313,1,Lake Placid Club - Links Course,Whiteface Club & Resort Golf Course,Lake Placid,Lake Placid,New York,New York,US,US
2902,143_left,11760_right,0.2072002322807313,2,Lake Placid Club - Links Course,Whiteface Club & Resort Golf Course,Lake Placid,Lake Placid,New York,New York,US,US
2903,144_left,2475_right,0.6275990328315804,1,Oak Hills Park GC,Oak Hills Park Golf Course,Norwalk,Norwalk,Connecticut,Connecticut,US,US
2904,145_left,12256_right,0.7695880722390259,1,Dunwoodie,Dunwoodie Golf Course,Yonkers,Yonkers,New York,New York,US,US
2905,146_left,10179_right,1.763645257018392,1,The Reserve at Moonlight Basin,The Reserve at Moonlight Basin,Big Sky,Big Sky,Montana,Montana,US,US
2906,147_left,10177_right,0.9155182842365581,1,The Club at Spanish Peaks,Spanish Peaks Mountain Club,Big Sky,Big Sky,Montana,Montana,US,US
2907,147_left,10178_right,0.647640535751717,2,The Club at Spanish Peaks,Spanish Peaks Mountain Club - Optional 18,Big Sky,Big Sky,Montana,Montana,US,US
2908,147_left,2324_right,-0.3019270395342672,3,The Club at Spanish Peaks,The Raven Golf Club at Three Peaks,Big Sky,Silverthorne,Montana,Colorado,US,US
2909,147_left,1479_right,-0.5266696464753113,4,The Club at Spanish Peaks,The Club at Pasadera,Big Sky,Monterey,Montana,California,US,US
2910,147_left,2310_right,-0.5373471010442196,5,The Club at Spanish Peaks,The Club at Pradera,Big Sky,Parker,Montana,Colorado,US,US
3059,148_left,12257_right,0.9410821194925212,1,Sprain Lake,Sprain Lake Golf Course,Yonkers,Yonkers,New York,New York,US,US
3060,149_left,10889_right,0.06117339346294982,1,Weequahic Park Golf Course,Howell Park Golf Course,Newark,Farmingdale,New Jersey,New Jersey,US,US
3061,149_left,10894_right,-0.12459706196626757,2,Weequahic Park Golf Course,Pinch Brook Golf Course,Newark,Florham Park,New Jersey,New Jersey,US,US
3062,149_left,10973_right,-0.28757312537893814,3,Weequahic Park Golf Course,Twin Willows Par 3 Golf Course,Newark,Lincoln Park,New Jersey,New Jersey,US,US
3063,150_left,74_right,0.42609766082310613,1,Stillwater,Stillwaters Golf,Dadeville,Dadeville,Alabama,Alabama,US,US
3064,150_left,9_right,-0.43548095071179843,2,Stillwater,Anderson Golf Club,Dadeville,Anderson,Alabama,Alabama,US,US
3065,150_left,43_right,-0.43684863204810737,3,Stillwater,Inverness Country Club,Dadeville,Birmingham,Alabama,Alabama,US,US
3066,150_left,44_right,-0.445826855021286,4,Stillwater,Mountain Brook Club,Dadeville,Birmingham,Alabama,Alabama,US,US
3067,150_left,46_right,-0.45011329900384195,5,Stillwater,Riverchase Country Club,Dadeville,Birmingham,Alabama,Alabama,US,US
3114,151_left,10601_right,1.054134852834759,1,Desert Pines Golf Club,Desert Pines Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3115,152_left,10598_right,1.199102398615305,1,Bali Hai Golf Club,Bali Hai Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3116,153_left,10611_right,1.4690872500268986,1,Las Vegas Paiute - Wolf,Las Vegas Paiute Resort - Wolf Course,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3117,154_left,209_right,0.47138160217326275,1,Gateway,Gateway Park Golf Course,Montgomery,Montgomery,Alabama,Alabama,US,US
3118,155_left,12258_right,1.1713471354063831,1,Mohansic Golf Course,Mohansic Golf Course,Yorktown Heights,Yorktown Heights,New York,New York,US,US
3119,156_left,15930_right,1.0443843522759715,1,Dead Horse Lake Golf Course,Dead Horse Lake Golf Club,Knoxville,Knoxville,Tennessee,Tennessee,US,US
3120,156_left,85_right,-0.3003045991456951,2,Dead Horse Lake Golf Course,Horse Creek Golf Course,Knoxville,Dora,Tennessee,Alabama,US,US
3121,156_left,15814_right,-0.30647083153567295,3,Dead Horse Lake Golf Course,Swan Lake Municipal Golf Course,Knoxville,Clarksville,Tennessee,Tennessee,US,US
3122,156_left,15826_right,-0.30647083153567295,4,Dead Horse Lake Golf Course,Swan Lake Municipal Golf Course,Knoxville,Clarksville,Tennessee,Tennessee,US,US
3123,156_left,15774_right,-0.42202292195428165,5,Dead Horse Lake Golf Course,Cedars Golf Course,Knoxville,Bristol,Tennessee,Tennessee,US,US
3265,157_left,4501_right,0.9501269509584352,1,Farm Golf Club,The Farm Golf Club,Rocky Face,Rocky Face,Georgia,Georgia,US,US
3266,158_left,15786_right,0.779498662702857,1,Chattanooga Golf and Country Club,Chattanooga Golf & Country Club,Chattanooga,Chattanooga,Tennessee,Tennessee,US,US
3267,158_left,15798_right,0.779498662702857,2,Chattanooga Golf and Country Club,Chattanooga Golf & Country Club,Chattanooga,Chattanooga,Tennessee,Tennessee,US,US
3268,158_left,15904_right,-0.18813953201846065,3,Chattanooga Golf and Country Club,Country Hills Golf Club,Chattanooga,Hendersonville,Tennessee,Tennessee,US,US
3269,158_left,15947_right,-0.23492451381953794,4,Chattanooga Golf and Country Club,Lebanon Golf & Country Club,Chattanooga,Lebanon,Tennessee,Tennessee,US,US
3270,158_left,15974_right,-0.2504207404296263,5,Chattanooga Golf and Country Club,Irene Golf & Country Club,Chattanooga,Memphis,Tennessee,Tennessee,US,US
3297,159_left,5672_right,0.4910358074414162,1,Otter Creek,Otter Creek Golf Course - North/West,Columbus,Columbus,Indiana,Indiana,US,US
3298,159_left,5674_right,0.4910358074414162,2,Otter Creek,Otter Creek Golf Course - West/North,Columbus,Columbus,Indiana,Indiana,US,US
3299,159_left,5670_right,0.48654269106541764,3,Otter Creek,Otter Creek Golf Course - East/West,Columbus,Columbus,Indiana,Indiana,US,US
3300,159_left,5673_right,0.48654269106541764,4,Otter Creek,Otter Creek Golf Course - West/East,Columbus,Columbus,Indiana,Indiana,US,US
3301,159_left,5669_right,0.48650793358718386,5,Otter Creek,Otter Creek Golf Course - East/North,Columbus,Columbus,Indiana,Indiana,US,US
3303,160_left,2532_right,0.8392106282168499,1,Sterling Farms,Sterling Farms Golf Course,Stamford,Stamford,Connecticut,Connecticut,US,US
3304,161_left,2475_right,0.5834573325596142,1,Oak Hills,Oak Hills Park Golf Course,Norwalk,Norwalk,Connecticut,Connecticut,US,US
3305,162_left,11430_right,0.48847434244246624,1,Centennial,Centennial Golf Club - Lakes/Meadows,Carmel,Carmel,New York,New York,US,US
3306,162_left,11432_right,0.48847434244246624,2,Centennial,Centennial Golf Club - Meadows/Lakes,Carmel,Carmel,New York,New York,US,US
3307,162_left,11427_right,0.46471935238822587,3,Centennial,Centennial Golf Club - Fairways/Lakes,Carmel,Carmel,New York,New York,US,US
3308,162_left,11429_right,0.46471935238822587,4,Centennial,Centennial Golf Club - Lakes/Fairways,Carmel,Carmel,New York,New York,US,US
3309,162_left,11428_right,0.4568605769165129,5,Centennial,Centennial Golf Club - Fairways/Meadows,Carmel,Carmel,New York,New York,US,US
3311,163_left,2453_right,0.7171858034642012,1,Great River,Great River Golf Club,Milford,Milford,Connecticut,Connecticut,US,US
3312,164_left,8011_right,0.7560939803650107,1,Chequessett,Chequessett Yacht & Country Club,Wellfleet,Wellfleet,Massachusetts,Massachusetts,US,US
3313,165_left,7867_right,0.9796428618743864,1,Highland Links,Highland Links,North Truro,North Truro,Massachusetts,Massachusetts,US,US
3314,166_left,2386_right,0.8100920144141038,1,Richter Park,Richter Park Golf Course,Danbury,Danbury,Connecticut,Connecticut,US,US
3315,167_left,10627_right,0.04928144677436764,1,Rio Secco,The Summit Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3316,167_left,10618_right,0.04160003518286983,2,Rio Secco,Royal Links Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3317,167_left,10619_right,0.040588192108886645,3,Rio Secco,Siena Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3318,167_left,10626_right,0.037291364836505074,4,Rio Secco,The Legacy Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3319,167_left,10601_right,0.014167327438144377,5,Rio Secco,Desert Pines Golf Club,Las Vegas,Las Vegas,Nevada,Nevada,US,US
3354,168_left,2530_right,0.39543756236773486,1,Brennan,E. Gaynor Brennan Golf Course,Stamford,Stamford,Connecticut,Connecticut,US,US
3355,169_left,2471_right,0.21033745277965812,1,Lake of Isles,Lake of Isles - South Course,New London,North Stonington,Connecticut,Connecticut,US,US
3356,169_left,2470_right,0.21013014876849376,2,Lake of Isles,Lake of Isles - North Course,New London,North Stonington,Connecticut,Connecticut,US,US
3357,169_left,2464_right,-0.12321994583899842,3,Lake of Isles,Lake Waramaug Country Club,New London,New Preston,Connecticut,Connecticut,US,US
3358,169_left,2377_right,-0.447801179762125,4,Lake of Isles,Candlewood Lake Club Golf Course,New London,Brookfield,Connecticut,Connecticut,US,US
3359,170_left,8084_right,0.7802312202022783,1,Stonebridge,Stonebridge Golf Club,Ann Arbor,Ann Arbor,Michigan,Michigan,US,US
3360,171_left,10901_right,0.5342613090142684,1,Seaview,Stockton Seaview Hotel & Golf Club - Bay,Galloway,Galloway Township,New Jersey,New Jersey,US,US
3361,171_left,10902_right,0.5334842092576085,2,Seaview,Stockton Seaview Hotel & Golf Club - Pines,Galloway,Galloway Township,New Jersey,New Jersey,US,US
3362,172_left,2455_right,0.7757784093907419,1,Whitney Farms,Whitney Farms Golf Club,Monroe,Monroe,Connecticut,Connecticut,US,US
3363,173_left,2544_right,0.7288546800965322,1,Tashua Knolls,Tashua Knolls Golf Club - Regulation,Trumbull,Trumbull Twn,Connecticut,Connecticut,US,US
3364,173_left,2543_right,0.7020395626351198,2,Tashua Knolls,Tashua Knolls Golf Club - Executive Course,Trumbull,Trumbull Twn,Connecticut,Connecticut,US,US
3365,174_left,2483_right,0.7557828238502103,1,Grassy Hill,Grassy Hill Country Club,Orange,Orange,Connecticut,Connecticut,US,US
3366,175_left,27610_right,0.28283534842165026,1,New Course,St Andrews Links - The New Course,St. Andrews,St Andrews,Scotland,Fife,UK,UK
